Gene,Degree,Betweenness,Closeness,EigenCentrality,Eccentricity,ClosenessLatora,ClosenessResidual,Decay,Geokpath,Laplacian,Leverage,Lobby,Mnc,Semilocal,Topocoefficient,Kcore,ClusteringCoefficient,CrRatio,Class
OGDH,9,3174.200465,1.45E-08,0.007346506,0.0625,5301.271552,1330.523788,493,4397,1058,-0.482089678,9,7,459132,7.860995851,9,0.277777778,0.111111111,NotCR
HUS1,17,15627.47547,1.45E-08,0.029959111,0.066666667,5706.767735,1588.905975,1010,6656,2292,-0.223357286,14,17,1318832,11.94964753,11,0.279411765,0.058823529,NotCR
EGFR,360,8919537.017,1.45E-08,0.35090853,0.066666667,7368.687282,2751.284424,13371,13786,155982,0.842304783,60,298,17859534,132.0333488,18,0.020721139,0.019444444,NotCR
CCT6A,39,84565.05159,1.45E-08,0.09630122,0.066666667,6330.763767,2038.026093,3181,10521,7844,-0.056221512,29,37,4296146,23.49936306,17,0.286099865,0.025641026,NotCR
SBDS,1,0,1.56E-09,7.33E-18,1,1,1.5,2,1,4,0,1,1,1,,1,0,0,NotCR
MLXIPL,2,223.7465866,1.45E-08,0.001289707,0.0625,4764.362858,973.3121185,58,1723,118,-0.738562092,2,1,74344,2,2,0,0,NotCR
STX1A,27,176130.5035,1.45E-08,0.005335072,0.0625,5385.263775,1380.175171,447,4856,1596,0.395331179,12,12,381248,19.67237164,9,0.03988604,0,NotCR
MDH2,25,449191.3824,1.45E-08,0.040729799,0.0625,6339.837537,2066.334412,3108,9923,6816,-0.048650036,16,19,3761286,21.04322392,13,0.07,0.04,CR
KRIT1,6,5250.759274,1.45E-08,0.001568558,0.0625,4884.308937,1046.610611,70,1846,170,-0.136999022,5,1,74180,5.896551724,4,0,0,NotCR
BUD31,8,8036.631225,1.45E-08,0.003324867,0.0625,5021.788219,1148.397568,349,3011,754,-0.65598818,8,5,218341,4.611764706,8,0.357142857,0,NotCR
IFT22,4,0.076923077,1.45E-08,5.97E-05,0.058823529,4085.835486,586.3951416,57,202,126,-0.528384687,4,4,8997,1.735849057,4,0.833333333,0,NotCR
PSMC2,58,52916.74731,1.45E-08,0.101221533,0.066666667,6170.005642,1922.927429,3406,10039,10118,0.138751147,39,54,4473977,22.25299043,28,0.462794918,0.034482759,NotCR
DLD,21,52292.2642,1.45E-08,0.008506458,0.066666667,5441.805517,1415.564117,542,5151,1504,0.141370618,13,7,499471,17.58235294,10,0.061904762,0.047619048,NotCR
TES,13,52773.66863,1.45E-08,0.013605272,0.0625,5513.989078,1463.60199,500,5652,1156,-0.184551064,11,4,616973,11.23221757,9,0.051282051,0,NotCR
NDUFA5,6,301.9042801,1.45E-08,0.004905986,0.0625,5097.757617,1194.602295,367,3269,764,-0.736927503,6,6,306456,4.537396122,6,0.466666667,0,NotCR
CALU,8,6004.525383,1.45E-08,0.014538416,0.0625,5585.513908,1519.799011,1049,5816,2154,-0.810366971,8,3,1205113,6.082771896,8,0.142857143,0,NotCR
NUP205,7,3261.161929,1.45E-08,0.025589746,0.066666667,5753.766159,1633.623932,1003,7149,2048,-0.801974828,7,4,1301400,6.111782477,7,0.142857143,0,NotCR
MRPS33,2,57.88930066,1.45E-08,0.002714243,0.0625,4770.181617,976.7454681,144,1550,290,-0.892961877,2,1,131687,1.871428571,2,0,0,NotCR
CUL1,142,2161031.097,1.45E-08,0.184582404,0.066666667,6714.666034,2298.722656,6227,11837,32476,0.649097805,41,130,8429715,66.05792332,18,0.044750774,0,NotCR
RHEB,14,15729.92732,1.45E-08,0.014113402,0.066666667,5580.878497,1507.290436,513,6334,1208,-0.312347651,13,3,687022,10.84146341,11,0.043956044,0.214285714,CR
AGPAT5,3,2094.714649,1.45E-08,0.008305296,0.0625,5327.271338,1343.074142,939,3924,1884,-0.967389843,3,1,990019,2.180064309,3,0,0,NotCR
PPP3CC,3,121.0897099,1.45E-08,0.000125619,0.058823529,4201.470695,643.6561279,16,263,38,-0.178571429,3,1,7077,2.4,3,0,0,NotCR
ASH2L,30,34911.75209,1.45E-08,0.081833417,0.071428571,6021.253591,1806.663147,2436,8078,5742,0.013590511,18,30,3451633,18.00498753,13,0.271264368,0,NotCR
RPS20,68,57139.29224,1.45E-08,0.599541094,0.066666667,6186.471126,1934.444366,5117,10021,14790,0.035941272,54,65,7826123,18.62386048,36,0.523266023,0,NotCR
RPL7,73,54583.45182,1.45E-08,0.657760891,0.066666667,6296.858011,2009.931152,5866,10523,16988,0.040993051,56,71,8880160,20.9507857,36,0.522070015,0.01369863,NotCR
WWP1,32,44012.21893,1.45E-08,0.042323808,0.066666667,5859.829063,1705.855499,1431,7906,3854,0.095881703,19,23,1957674,21.01149425,14,0.068548387,0.0625,CR
PDP1,3,36.53271557,1.45E-08,0.000804006,0.0625,4676.599403,918.0531616,57,996,120,-0.611111111,3,3,50503,2.722222222,3,0.666666667,0.333333333,NotCR
RPL30,75,263894.4688,1.45E-08,0.592537232,0.066666667,6408.966328,2099.495636,6884,10291,19318,0.084619857,55,73,9925457,28.25033054,36,0.412972973,0.013333333,NotCR
STK3,29,35475.55253,1.45E-08,0.025633357,0.066666667,5794.289524,1661.241486,1226,7594,3264,0.068779694,18,27,1413863,19.89958159,14,0.137931034,0,NotCR
PABPC1,76,585078.3291,1.45E-08,0.211994765,0.066666667,6419.741994,2090.052734,4222,10706,14144,0.348491298,35,70,5832100,36.16425121,18,0.075438596,0,NotCR
AGO2,63,3425230.495,1.45E-08,0.056012674,0.066666667,6290.909865,1991.218994,2217,10160,8340,0.473443243,27,43,2523434,41.79353933,16,0.045570917,0,NotCR
CYC1,21,163228.029,1.45E-08,0.021968275,0.0625,5933.357354,1777.987122,1873,8191,4166,-0.095242089,16,16,2376223,17.03837838,12,0.161904762,0,CR
KDM4C,1,0,1.45E-08,0.004915546,0.066666667,5125.688334,1199.445343,128,3410,256,-0.984375,1,1,205340,1,1,0,0,NotCR
RRAGA,11,31706.69813,1.45E-08,0.001515696,0.0625,4869.387668,1029.937744,125,1732,360,0.163718279,7,8,87273,7.432432432,6,0.163636364,0.090909091,CR
RPS6,124,403459.0866,1.45E-08,0.753908988,0.066666667,6357.790534,2049.37912,6898,10535,29048,0.467281168,56,118,10478567,33.45508274,36,0.228166798,0.008064516,NotCR
VCP,197,2483860.708,1.45E-08,0.325999295,0.066666667,7080.574084,2565.104218,10153,13158,58918,0.675874665,55,169,13790059,81.01843272,19,0.031958976,0,NotCR
NPR2,10,12492.9941,1.45E-08,0.000406567,0.058823529,4599.13568,892.0667419,98,1857,286,0.162485336,7,9,45173,5.402298851,7,0.4,0,NotCR
GQ,10,3507.136338,1.45E-08,0.001484259,0.0625,4863.986884,1034.649765,107,1911,304,0.093961039,7,1,82145,8.505747126,6,0,0,CR
SPTLC1,8,6974.744214,1.45E-08,0.026668666,0.0625,5746.923868,1634.641785,2960,6379,5976,-0.952328557,8,6,3175668,3.601355932,8,0.178571429,0,NotCR
FBP2,1,0,1.45E-08,0.000177197,0.058823529,4428.006929,768.8201599,10,477,20,-0.8,1,1,9358,1,1,0,0,NotCR
FBP1,9,77094.26416,1.45E-08,0.009897281,0.0625,5616.381502,1536.14032,522,6443,1116,-0.320374195,9,4,586263,8.362204724,7,0.138888889,0,NotCR
UGCG,1,0,1.45E-08,0.000502875,0.058823529,4647.271639,923.2363586,17,2106,34,-0.882352941,1,1,24208,1,1,0,0,NotCR
SLC27A4,9,3937.677317,1.45E-08,0.021031983,0.0625,5473.549477,1447.422043,2632,4676,5336,-0.753867503,9,5,2784029,3.453608247,8,0.111111111,0,NotCR
RPL7A,76,259687.1763,1.45E-08,0.676827438,0.066666667,6582.948884,2218.936035,7318,11440,20336,0.050649138,57,75,11005600,28.62201353,36,0.495789474,0.013157895,NotCR
BRD3,7,2095.127945,1.45E-08,0.012221446,0.066666667,5340.617602,1344.018951,446,4542,934,-0.497926405,7,6,549303,6.089041096,6,0.428571429,0,NotCR
WDR5,79,314757.615,1.45E-08,0.133012064,0.066666667,6293.567571,1999.533447,4055,9477,14272,0.466766082,30,70,5527600,39.31081422,17,0.084063616,0.025316456,NotCR
HCCS,1,0,1.45E-08,2.74E-06,0.058823529,3594.875012,352.0377274,3,16,6,-0.333333333,1,1,380,1,1,0,0,NotCR
ATXN3L,2,60.71330899,1.45E-08,0.008556333,0.066666667,5425.230408,1400.672028,366,5066,734,-0.925134778,2,1,484465,1.972375691,2,0,0,NotCR
ACE2,15,128664.3784,1.45E-08,0.006157504,0.0625,5529.065626,1479.949707,610,5835,1430,-0.011688361,10,4,549364,13.16013629,7,0.057142857,0,NotCR
AP1S2,10,27133.26885,1.45E-08,0.001480962,0.0625,4771.729067,985.1826019,128,1949,346,0.122094157,6,7,107095,6.695652174,5,0.2,0,NotCR
EIF2S3,5,2657.013082,1.45E-08,0.009436985,0.066666667,5140.206274,1202.238434,199,3134,418,-0.441788767,5,4,264644,4.585492228,4,0.4,0,NotCR
POLA1,12,15015.27663,1.45E-08,0.020826963,0.066666667,5681.043834,1573.094727,696,6822,1524,-0.314599387,9,11,907683,9.01317716,8,0.257575758,0,NotCR
TIMM17B,2,22568,1.45E-08,0.001100425,0.0625,4761.265203,976.3588104,50,1901,102,-0.292517007,2,1,61742,2,1,0,0,NotCR
RRAGB,7,10797.23462,1.45E-08,0.001717222,0.0625,4895.098671,1048.683105,142,1943,326,-0.263272372,7,7,107155,4.666666667,6,0.523809524,0.142857143,CR
MSN,9,2590.153647,1.45E-08,0.00251723,0.0625,4979.961379,1107.160263,122,2389,316,0.017604707,7,5,121935,7.702702703,5,0.138888889,0,NotCR
ATP7A,9,35970.29025,1.45E-08,0.01742521,0.0625,5411.981223,1404.36467,2232,4233,4536,-0.592123483,8,3,2348644,3.820027064,7,0.055555556,0,NotCR
ATG4A,2,13.28463894,1.45E-08,0.000955245,0.0625,4772.191069,976.4883881,91,1315,184,-0.913888889,2,1,74574,1.655172414,2,0,0.5,NotCR
ACSL4,6,3352.77287,1.45E-08,0.01086556,0.0625,5356.283207,1365.194748,1372,4038,2774,-0.582169989,6,4,1458792,3.488269795,5,0.266666667,0,NotCR
PAK3,2,254.5339136,1.45E-08,0.00171918,0.0625,5017.167981,1134.891708,162,2738,326,-0.950624718,2,1,121958,1.708860759,2,0,0,NotCR
SLC25A5,18,23764.40774,1.45E-08,0.047923407,0.066666667,5902.973266,1735.68692,1409,8091,3124,-0.4387289,17,6,1813808,13.4934877,14,0.045751634,0,NotCR
AIFM1,55,258219.3742,1.45E-08,0.031951604,0.066666667,5923.322822,1746.994904,1366,8471,5702,0.509609742,20,28,1636886,36.4957265,13,0.032323232,0.018181818,NotCR
RPL10,86,416098.06,1.45E-08,0.660424485,0.066666667,6529.506027,2181.307129,7359,11210,22028,0.160196859,56,80,10890713,30.58329894,36,0.374829001,0.011627907,NotCR
GDI1,30,143458.6795,1.45E-08,0.004593188,0.0625,5395.60135,1396.969589,458,5348,1786,0.459274339,12,9,327834,20.1459854,7,0.027586207,0.166666667,NotCR
MRTO4,8,1524.441565,1.45E-08,0.016554129,0.0625,5336.109135,1349.595642,423,4728,902,-0.626450748,8,6,513705,6.430992736,8,0.321428571,0,NotCR
STX12,15,29141.04631,1.45E-08,0.011205571,0.0625,5481.622469,1453.796204,1451,4860,3112,-0.373522458,14,10,1391090,9.748427673,10,0.171428571,0,NotCR
RBBP4,77,338850.7374,1.45E-08,0.142786789,0.066666667,6281.660922,1994.940063,4393,9601,14638,0.396103423,31,74,6100274,34.42058892,18,0.134996582,0.051948052,NotCR
AK2,5,3657.937834,1.45E-08,0.003472228,0.0625,5187.46275,1247.441757,255,3492,530,-0.65581768,5,2,212471,4.777327935,5,0.1,0.2,NotCR
SLC2A1,3,1276.957813,1.45E-08,0.000297158,0.0625,4526.535946,831.9960175,38,1082,82,-0.509197324,3,1,19696,3,3,0,0,CR
BTF3L4,2,0,1.45E-08,0.000512089,0.0625,4695.434252,927.9462585,56,1183,114,-0.801709402,2,2,45785,1.925925926,2,1,0,NotCR
GPX7,4,5294.621307,1.45E-08,0.004178943,0.066666667,5188.73499,1242.071442,172,3663,356,-0.483939394,4,2,203520,3.759036145,3,0.166666667,0,NotCR
GI3,25,223515.2405,1.45E-08,0.010460495,0.0625,5598.161794,1522.767212,729,6014,2058,0.448706161,11,15,681448,21.59253945,7,0.066666667,0.08,CR
GT2,1,0,1.45E-08,0.000587713,0.0625,4618.578681,885.5435638,63,1110,126,-0.968253968,1,1,43568,1,1,0,0,CR
AP4B1,3,731.154478,1.45E-08,1.02E-05,0.058823529,3929.814211,510.5270309,12,61,30,0.019047619,3,2,2120,2.25,2,0.333333333,0,NotCR
RPS27,25,19056.02056,1.45E-08,0.223932892,0.066666667,6020.223482,1817.739838,2449,9041,5498,-0.513408776,25,23,3650648,11.62262593,19,0.466666667,0,NotCR
TPM3,14,38201.25187,1.45E-08,0.014567371,0.066666667,5636.708139,1544.822723,670,6420,1522,-0.183641389,12,9,747827,12.40860215,10,0.098901099,0,NotCR
TAGLN2,4,22801.319,1.45E-08,0.009887997,0.0625,5299.967079,1323.420761,291,4296,594,-0.491657691,4,2,364780,3.733333333,3,0.166666667,0.25,NotCR
HSPA6,9,3512.817058,1.45E-08,0.058857707,0.066666667,5913.73146,1739.574219,1440,8013,2952,-0.698372627,9,8,2127203,6.784615385,8,0.333333333,0,NotCR
DUSP12,4,2789.314867,1.45E-08,0.004111124,0.066666667,5036.362768,1139.760895,154,2945,320,-0.601986776,4,1,178846,3.890410959,4,0,0,NotCR
PRDX6,18,51220.6521,1.45E-08,0.025974896,0.066666667,5773.037299,1647.50235,777,7748,1860,0.018452312,11,13,995120,14.21428571,9,0.137254902,0.111111111,NotCR
IARS2,10,29613.67479,1.45E-08,0.005716709,0.0625,5193.793774,1255.785507,427,3584,944,-0.282500803,8,4,350683,8.498789346,7,0.088888889,0,NotCR
LBR,16,1742007.708,1.45E-08,0.039207957,0.066666667,5956.40497,1764.800171,3180,7508,6600,-0.654987978,16,8,3534670,7.370218147,14,0.141666667,0.0625,NotCR
ARF1,40,682256.5063,1.45E-08,0.021449001,0.0625,6010.028503,1828.537521,1903,8386,5366,0.448162826,15,11,1937353,34.75338753,10,0.035897436,0,NotCR
FH,7,6240.101449,1.45E-08,0.010714308,0.0625,5361.099979,1366.751328,306,4836,654,-0.189576413,6,2,388377,6.738095238,4,0.047619048,0,NotCR
AKR1C1,2,1851.67737,1.45E-08,0.000619772,0.0625,4484.97315,802.0285797,34,656,70,-0.535483871,2,1,31097,2,2,0,0,NotCR
AKR1C2,1,0,1.45E-08,0.008492906,0.0625,5103.226278,1190.723495,208,3055,416,-0.990384615,1,1,276818,1,1,0,0,NotCR
AKR1C3,1,0,1.45E-08,0.000830976,0.0625,4612.811065,881.2048492,40,1038,80,-0.95,1,1,45092,1,1,0,0,NotCR
UPF2,8,1873.570588,1.45E-08,0.004029666,0.0625,5122.018103,1198.870468,193,3330,442,-0.378203023,8,7,184465,5.826086957,7,0.464285714,0,NotCR
STAM,14,30089.6725,1.45E-08,0.016834923,0.066666667,5741.80648,1621.449738,896,7081,1974,-0.225983365,11,10,1049065,12.11845103,10,0.142857143,0,NotCR
D2,11,58233.44369,1.45E-08,0.013759316,0.071428571,5574.9752,1493.612915,634,5752,1378,-0.406401358,11,2,728093,9.946428571,8,0.036363636,0,NotCR
GOT1,4,4842.488112,1.45E-08,0.000192452,0.058823529,4427.907056,791.5925293,18,1232,48,0.111111111,3,1,7753,4,2,0,0,NotCR
ACTR1A,14,17288.12999,1.45E-08,0.013391679,0.0625,5316.182246,1333.064087,518,4355,1218,-0.135163638,11,13,459634,10.66003976,8,0.395604396,0,NotCR
PRDX3,7,4692.432464,1.45E-08,0.007841977,0.0625,5292.57118,1318.571213,325,4319,692,-0.496577499,7,1,357604,6.68488746,6,0,0.142857143,CR
TIAL1,1,0,1.45E-08,0.006797223,0.066666667,5074.286902,1159.812653,140,2800,280,-0.985714286,1,1,199797,1,1,0,0,NotCR
SIRT3,15,51413.01895,1.45E-08,0.015964691,0.066666667,5573.456688,1498.727417,611,5890,1432,-0.000603886,9,4,737464,12.96264856,8,0.047619048,0,CR
RPLP2,31,7366.396263,1.45E-08,0.316740253,0.066666667,5850.156924,1705.481598,2586,8398,6102,-0.376252117,30,30,3954638,9.273296789,27,0.709677419,0,NotCR
RRM1,5,414.192728,1.45E-08,0.007377183,0.0625,5147.962945,1219.291626,236,3586,492,-0.488104787,5,3,320236,4.126637555,4,0.2,0,NotCR
RBMXL2,1,0,1.45E-08,0.003845036,0.0625,4889.982688,1050.662033,112,2276,224,-0.982142857,1,1,149026,1,1,0,0,NotCR
CYB5R2,3,1227.768176,1.45E-08,0.003948738,0.0625,5221.989373,1274.621933,354,3906,714,-0.930065994,3,1,298069,2.767241379,3,0,0,NotCR
ZDHHC13,7,1192.025349,1.45E-08,0.015904209,0.0625,5424.12403,1418.685226,2108,4526,4258,-0.940793171,7,4,2180887,3.146329838,7,0.142857143,0,NotCR
PSMC3,57,67026.61322,1.45E-08,0.110351157,0.066666667,6170.343917,1924.388794,3702,9511,10596,0.111447256,39,50,4900585,24.09730621,28,0.424185464,0,NotCR
SDHAF2,1,0,1.45E-08,0.000110988,0.0625,4298.355385,700.070755,17,244,34,-0.882352941,1,1,10909,1,1,0,0,NotCR
FEN1,12,17826.88358,1.45E-08,0.029055334,0.071428571,5674.353086,1563.419983,878,6484,1888,-0.501715969,12,11,1235348,8.864739884,11,0.227272727,0,NotCR
CCS,2,850.8263011,1.45E-08,0.000764868,0.0625,4852.276073,1023.377457,59,1660,120,-0.712264151,2,1,55491,2,2,0,0.5,NotCR
RAB6A,14,95979.29157,1.45E-08,0.004720157,0.0625,5236.074573,1280.156494,590,3686,1362,0.030289845,10,3,499118,9.111111111,7,0.043956044,0,NotCR
DCUN1D5,11,3447.657862,1.45E-08,0.020613539,0.0625,5534.292746,1479.405823,933,5610,1976,-0.730797894,11,11,1044384,7.027114967,11,0.436363636,0,NotCR
USP2,33,109434.2724,1.45E-08,0.055103353,0.066666667,6065.317158,1855.081085,2407,8795,5870,-0.078759132,23,22,2888571,21.70207364,14,0.051136364,0,NotCR
HSPA8,196,2545542.971,1.45E-08,0.424500049,0.071428571,7188.840856,2638.024719,12186,13317,62592,0.622059979,62,174,17108628,74.4374269,18,0.046363161,0.005102041,NotCR
PRMT8,7,80.2272906,1.45E-08,0.026016835,0.066666667,5376.995235,1367.34024,524,4742,1090,-0.78847348,7,7,772639,5.077369439,7,0.666666667,0,NotCR
USP5,17,35044.52752,1.45E-08,0.018628728,0.066666667,5637.570044,1545.303497,715,6447,1702,0.028381754,11,7,937818,14.05959302,10,0.058823529,0.117647059,NotCR
SLC2A3,1,0,1.45E-08,0.001485357,0.0625,4861.768713,1035.763687,178,1741,356,-0.988764045,1,1,163493,1,1,0,0,CR
GABARAPL1,43,224611.5258,1.45E-08,0.015053209,0.0625,5827.585889,1684.574097,977,7870,3760,0.518891364,15,15,972249,31.77643172,11,0.024363234,0.023255814,CR
TWF1,5,5877.208883,1.45E-08,0.003286804,0.0625,5200.368512,1261.560303,251,3945,522,-0.577167717,5,3,198873,4.471544715,5,0.3,0,NotCR
ARF3,12,99848.38517,1.45E-08,0.005769389,0.0625,5519.755297,1484.63855,818,5728,1768,0.089049407,7,2,852533,11.56390977,6,0.03030303,0,NotCR
PRKAG1,12,23290.11578,1.45E-08,0.004061178,0.0625,5317.829878,1332.71875,323,4384,778,-0.184688651,10,10,290523,9.631067961,8,0.333333333,0.166666667,NotCR
CS,13,11803.15535,1.45E-08,0.007300006,0.0625,5281.851293,1310.205688,405,4076,966,-0.113043028,11,5,379295,11.15721649,8,0.076923077,0.153846154,NotCR
SHMT2,17,38898.53495,1.45E-08,0.008634555,0.0625,5216.740987,1275.091797,550,3971,1372,-7.85E-05,13,6,469135,11.58064516,8,0.095588235,0,NotCR
MON2,5,76145.24847,1.45E-08,0.010521515,0.0625,5612.026268,1556.750488,1305,5835,2630,-0.449807917,5,1,1728351,4.988416988,4,0,0,NotCR
XPOT,5,4413.834894,1.45E-08,0.023823291,0.066666667,5885.886963,1726.499481,1229,7901,2478,-0.885665248,5,1,1556277,4.618539787,5,0,0,NotCR
ZDHHC17,48,301933.4208,1.45E-08,0.026765024,0.0625,5879.898146,1719.107605,1191,7949,4638,0.515906573,18,6,1314198,40.91449145,12,0.009751773,0,NotCR
SVOP,1,0,1.45E-08,0.000111795,0.058823529,4315.775349,715.1849365,47,380,94,-0.957446809,1,1,15840,1,1,0,0,NotCR
ALDH2,4,160.414142,1.45E-08,0.003173973,0.0625,5046.006679,1152.324219,131,2917,274,-0.657593985,4,2,140376,3.84,4,0.166666667,0.25,NotCR
DYNLL1,47,210429.6541,1.45E-08,0.022121067,0.066666667,5796.699301,1652.0466,1042,7297,4246,0.472050127,19,14,1122491,34.19938335,13,0.025901943,0,NotCR
COQ5,8,54579.13678,1.45E-08,0.007348399,0.0625,5331.750196,1362.964218,930,4385,1916,-0.030094105,6,7,994710,7.487513572,4,0.285714286,0,NotCR
ATP6V0A2,2,1921.14213,1.45E-08,0.003299874,0.0625,5044.918019,1153.788742,411,2501,824,-0.841153846,2,1,431767,2,2,0,0,NotCR
STX2,5,28.36377641,1.45E-08,0.0005218,0.058823529,4479.997477,812.4466248,76,1144,172,-0.449169555,5,4,53249,2.928571429,5,0.3,0,NotCR
ZDHHC20,1,0,1.45E-08,0.001485357,0.0625,4861.768713,1035.763687,178,1741,356,-0.988764045,1,1,163493,1,1,0,0,NotCR
RPL21,58,31783.37973,1.45E-08,0.575235236,0.066666667,6145.159979,1908.846893,4838,9677,12982,-0.092641421,52,58,7376217,17.44853556,36,0.67876588,0.017241379,NotCR
TPT1,9,3520.194789,1.45E-08,0.022994333,0.066666667,5589.761325,1519.393219,675,6208,1422,-0.60244382,9,2,917121,7.815431165,8,0.055555556,0,NotCR
SUCLA2,14,22860.4311,1.45E-08,0.004210039,0.0625,5040.802504,1158.690536,489,2822,1160,-0.034655172,10,6,319578,9.164179104,8,0.087912088,0,NotCR
ING1,18,31872.10297,1.45E-08,0.05658572,0.066666667,5962.534438,1771.297333,1723,8287,3752,-0.426266395,17,16,2387502,11.27774516,14,0.235294118,0.111111111,NotCR
DCUN1D2,9,613.1223221,1.45E-08,0.018812563,0.0625,5448.154687,1419.184631,797,5061,1666,-0.77612083,9,9,920159,5.573604061,9,0.611111111,0,NotCR
NEMF,2,183.7674231,1.45E-08,0.00799573,0.0625,4931.734719,1080.459335,101,2297,204,-0.796442688,2,1,142788,2,2,0,0,NotCR
WDHD1,3,221.2455717,1.45E-08,0.005840564,0.0625,5251.252953,1289.771118,267,4049,540,-0.885799036,3,1,320838,2.942528736,3,0,0,NotCR
HSPA2,12,11203.47107,1.45E-08,0.031643511,0.066666667,5817.161402,1672.821777,1271,7242,2674,-0.539937242,11,9,1636397,10.15605096,9,0.212121212,0,NotCR
SEL1L,18,31451.36429,1.45E-08,0.009574074,0.0625,5351.541357,1361.465683,486,4777,1278,0.10889337,12,14,565936,13.07327586,11,0.169934641,0,NotCR
PSMC1,59,85395.59328,1.45E-08,0.098516313,0.066666667,6218.194916,1955.608643,3944,9755,11310,0.106075517,39,53,4927854,25.00541377,28,0.421975453,0.033898305,NotCR
EIF2AK4,2,0,1.45E-08,0.00898417,0.0625,5128.768826,1207.799438,278,3343,558,-0.971096774,2,2,300795,1.442028986,2,1,0,CR
RAD51,86,2817496.251,1.45E-08,0.124640031,0.066666667,6768.996084,2346.952393,5064,12071,17438,0.500377704,34,69,6874585,55.26466438,17,0.044596443,0,NotCR
PDIA3,16,36413.86045,1.45E-08,0.020443821,0.066666667,5725.183428,1612.310577,1066,6925,2372,-0.280115647,13,7,1204591,12.65329513,11,0.083333333,0.0625,NotCR
SLC27A2,8,15277.09355,1.45E-08,0.017518943,0.0625,5410.043921,1402.798019,2205,4245,4466,-0.611568764,8,2,2326605,3.417617526,7,0.035714286,0,NotCR
TPM1,16,62569.32707,1.45E-08,0.007750448,0.066666667,5599.688417,1520.548248,519,6345,1278,-0.084019139,12,11,454434,14.20080321,10,0.1,0,NotCR
USP3,8,7469.487183,1.45E-08,0.030716704,0.066666667,5772.013911,1642.065155,957,7175,1970,-0.56303279,8,6,1380711,6.876451954,7,0.178571429,0,NotCR
RPLP1,29,20290.58232,1.45E-08,0.301948744,0.0625,5558.172086,1508.631104,2143,6578,5098,-0.354085072,28,27,3349600,5.890625,27,0.790640394,0,NotCR
PSMA4,48,28319.48702,1.45E-08,0.101752825,0.066666667,6086.475039,1865.174866,3300,9244,8856,-0.039429964,39,47,4304810,19.60750538,28,0.559397163,0,NotCR
IDH2,3,2438.206829,1.45E-08,0.000524993,0.058823529,4549.699073,857.5065308,86,1240,178,-0.602502195,3,1,66688,3,3,0,0,NotCR
ALDH1A3,1,0,1.45E-08,0.001430002,0.0625,4810.436452,1002.855865,57,1822,114,-0.964912281,1,1,71703,1,1,0,0,NotCR
PDIA2,4,545.5903917,1.45E-08,0.003524497,0.0625,5031.627423,1148.968994,110,3320,232,-0.532881535,4,2,150793,3.730769231,4,0.166666667,0,NotCR
DECR2,1,0,1.45E-08,0.000118152,0.058823529,4334.411208,722.4645309,46,277,92,-0.956521739,1,1,13676,1,1,0,0,NotCR
THUMPD1,2,1015.970486,1.45E-08,0.001859649,0.0625,4845.693368,1024.573486,24,2153,50,-0.504761905,2,1,43708,2,2,0,0,NotCR
CLN3,24,136464.7687,1.45E-08,0.014484689,0.066666667,5804.980084,1666.721344,724,8075,2000,0.138311817,14,3,789527,20.16983895,10,0.014492754,0,NotCR
QPRT,3,1043.487854,1.45E-08,0.000633086,0.058823529,4680.46862,933.1762085,216,1096,438,-0.740031898,3,2,99346,2.264150943,3,0.333333333,0,NotCR
TAOK2,3,137.3295716,1.45E-08,0.001434746,0.0625,4763.111354,972.511734,81,1663,168,-0.681538462,3,2,75260,2.727272727,3,0.333333333,0,NotCR
PPP4C,33,91500.7441,1.45E-08,0.040458741,0.066666667,5896.281011,1728.119598,1458,8344,3972,0.041871526,22,27,1816289,19.36805067,15,0.172348485,0,NotCR
MAPK3,54,207370.7169,1.45E-08,0.078757494,0.066666667,6171.572802,1919.214172,2461,9470,7784,0.361730521,25,44,3529458,33.88235294,17,0.05520615,0,NotCR
STX4,27,51885.06957,1.45E-08,0.010345763,0.0625,5455.726195,1434.181076,1145,4857,2992,0.258123693,14,22,1124296,18.606469,10,0.205128205,0,NotCR
WDR59,10,55079.93388,1.45E-08,0.002390315,0.0625,5179.19546,1243.203125,183,3762,456,-0.085532755,8,10,144226,6.820809249,6,0.444444444,0,NotCR
GABARAPL2,35,164136.3629,1.45E-08,0.014539465,0.0625,5824.778505,1687.52832,935,8043,3060,0.384498508,15,13,916567,26.76704545,11,0.026890756,0.028571429,CR
APRT,1,0,1.56E-09,7.14E-18,1,1,1.5,2,1,4,0,1,1,1,,1,0,0,NotCR
RPL13,52,30537.02583,1.45E-08,0.471640471,0.066666667,6062.826573,1849.776886,4037,9350,10726,-0.0959334,44,50,6078409,15.52297263,35,0.549773756,0,NotCR
SLC2A4,4,826.6968785,1.45E-08,0.005435638,0.0625,5277.773374,1297.294067,155,4076,322,-0.752068664,4,1,239901,3.918367347,4,0,0.25,CR
PFAS,2,1320.6526,1.45E-08,0.001000528,0.0625,4719.134189,949.9113617,155,1162,312,-0.736577181,2,1,140417,2,2,0,0,NotCR
RPL26,18,4328.847764,1.45E-08,0.169827715,0.066666667,6017.685809,1818.12912,2085,9155,4476,-0.620150487,18,17,3022936,9.435624395,17,0.464052288,0,NotCR
SHMT1,3,276.1517507,1.45E-08,0.001860934,0.0625,4843.6795,1026.927017,77,2171,160,-0.732446809,3,2,80576,2.753424658,3,0.333333333,0,NotCR
