Gene,Adipose...Subcutaneous,Adipose...Visceral..Omentum.,Adrenal.Gland,Artery...Aorta,Artery...Coronary,Artery...Tibial,Bladder,Brain...Amygdala,Brain...Anterior.cingulate.cortex..BA24.,Brain...Caudate..basal.ganglia.,Brain...Cerebellar.Hemisphere,Brain...Cerebellum,Brain...Cortex,Brain...Frontal.Cortex..BA9.,Brain...Hippocampus,Brain...Hypothalamus,Brain...Nucleus.accumbens..basal.ganglia.,Brain...Putamen..basal.ganglia.,Brain...Spinal.cord..cervical.c.1.,Brain...Substantia.nigra,Breast...Mammary.Tissue,Cells...Cultured.fibroblasts,Cells...EBV.transformed.lymphocytes,Cervix...Ectocervix,Cervix...Endocervix,Colon...Sigmoid,Colon...Transverse,Esophagus...Gastroesophageal.Junction,Esophagus...Mucosa,Esophagus...Muscularis,Fallopian.Tube,Heart...Atrial.Appendage,Heart...Left.Ventricle,Kidney...Cortex,Kidney...Medulla,Liver,Lung,Minor.Salivary.Gland,Muscle...Skeletal,Nerve...Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin...Not.Sun.Exposed..Suprapubic.,Skin...Sun.Exposed..Lower.leg.,Small.Intestine...Terminal.Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole.Blood,Class
VANGL1,4.05079,3.52958,5.2063,5.3407,5.5661,5.27067,6.75022,0.52987,0.47106,0.767766,0.234006,0.332684,0.543605,0.519792,0.585059,0.730028,0.535741,0.583469,0.53705,0.565767,3.36692,13.2652,2.86656,7.04097,5.59684,6.75837,5.45629,5.15911,9.47428,4.97567,8.81216,1.65067,1.58502,1.7281,2.811,1.3229,3.52792,6.18839,0.450289,3.92527,3.81299,2.11173,0.745911,4.39693,7.5165,6.94859,3.46421,2.06061,3.77416,4.72134,6.67888,6.66405,8.09214,0.258303,NotCR
ATP1A1,122.091,136.146,112.426,168.964,150.917,123.765,121.749,51.9197,100.844,96.6024,554.51,374.562,164.451,281.102,74.5737,74.8682,125.399,77.2175,100.846,58.7927,161.374,208.799,269.533,101.918,110.461,82.9964,240.046,100.34,221.73,93.9176,131.992,94.2674,70.317,344.699,498.37,34.1715,285.8,381.828,41.7337,181.636,148.462,165.361,178.044,155.101,280.168,300.963,386.716,70.6004,136.016,118.85,605.853,118.6,197.659,38.7864,NotCR
MAN1A2,13.3654,11.612,9.30489,17.4166,16.2485,19.5621,17.0193,6.21065,7.18911,7.30779,14.377,13.85,9.34962,11.2268,6.61293,6.83502,8.20175,6.15522,9.25993,6.40333,11.7048,21.7789,13.7556,17.6928,17.0049,15.4125,9.86261,14.8721,10.2342,14.6308,18.4537,6.83375,3.35964,4.76265,6.97369,6.68054,12.0662,12.399,5.7193,16.98,14.6926,10.6891,11.8298,12.9046,9.51993,9.44569,11.1595,9.10236,9.04698,10.5828,17.6867,21.4069,14.3872,1.92667,NotCR
WARS2,10.7563,9.03496,10.504,8.22765,9.94893,11.0651,8.68654,2.22912,2.48175,2.77958,3.41638,3.30851,2.8236,3.2229,2.14116,2.73072,2.72116,2.22533,2.7922,2.33416,9.93784,14.7704,13.297,11.2332,12.26,5.83601,6.02148,5.7739,7.22251,5.1166,9.65392,4.53255,3.24397,5.2593,6.45389,2.99056,8.54862,6.29406,3.87123,11.9065,11.914,4.72186,6.04891,8.88067,6.72207,7.42151,4.94751,4.13668,5.8939,8.76235,9.78109,10.1969,9.18197,1.09335,NotCR
POLR3C,24.7128,18.0976,10.375,20.5142,20.0942,23.6739,22.5277,4.56573,5.7933,6.05778,20.5603,18.813,7.64707,8.67653,4.27674,6.21517,6.47437,4.94121,7.64029,5.09635,22.928,38.4622,29.808,25.3197,27.2045,17.2153,13.3256,16.9998,14.3697,16.1677,23.8597,6.77189,5.04541,7.45261,12.0534,4.50657,17.9971,16.0267,8.83457,25.9995,25.8082,7.71125,10.7411,16.6397,18.1873,21.9675,16.1384,18.0749,11.7902,45.8639,19.4061,24.7795,20.3742,7.08361,NotCR
PRKAB2,24.8995,12.1788,17.4357,33.6135,35.7089,57.3432,38.3868,7.00052,8.00967,7.76223,38.8545,38.7837,11.2883,11.0907,7.23894,8.70456,8.1038,7.02116,17.7825,8.89259,18.3799,27.3975,11.9485,38.5635,37.8959,46.7141,23.2959,33.4561,11.4157,36.9554,36.0457,15.2952,13.1343,9.20068,8.87342,24.2845,21.8897,13.6094,66.6725,35.8675,27.1595,15.2074,14.2986,22.9402,24.4298,26.0036,26.1774,15.8881,25.139,14.6879,15.2105,47.4114,32.1564,2.1702,NotCR
FMO5,2.62004,1.75424,4.14537,2.34368,1.88625,1.70403,2.05997,0.966521,1.01841,0.99813,1.30655,1.55797,1.03811,1.05411,0.914661,0.942073,0.937021,0.799644,3.46435,1.36031,4.10839,1.06605,0.489818,2.6566,2.91169,1.78638,6.60833,1.37222,0.78103,1.22279,3.19154,0.741059,0.503518,3.03309,3.24152,36.4633,5.55313,13.4864,0.404097,2.04558,3.00922,7.93338,4.44867,3.86199,6.88838,7.85616,11.1164,2.79642,35.0911,3.44177,2.38522,2.66533,1.81505,0.460216,CR
CERS2,68.7454,62.9474,181.141,90.3938,80.6362,90.041,74.8269,21.2924,14.8621,25.4812,27.3049,32.2145,20.2788,18.0144,28.5637,24.8138,19.8889,24.4155,137.787,36.9539,68.712,119.322,33.0796,90.6431,89.534,57.3542,48.1867,68.1228,25.8466,65.2221,81.3494,25.7477,16.5433,58.5907,57.2635,99.5123,105.673,40.5205,11.8498,125.031,88.4573,33.7061,56.7298,51.7187,27.3694,31.6778,60.5003,41.6568,64.3508,38.6083,90.3255,84.9112,56.9144,38.871,NotCR
NPR1,80.7686,116.158,14.0193,291.951,85.388,42.5235,25.7261,0.802801,0.722233,0.862964,0.839893,1.65421,0.957405,0.672333,0.788678,1.17805,0.792313,0.890537,1.24281,1.24198,84.5872,0.6951,3.70879,17.4971,23.1411,19.0498,14.7782,42.9313,6.13491,31.9443,90.994,16.8415,7.99649,36.43,36.6139,2.39363,60.0098,6.50295,3.65615,25.9377,63.8083,3.13455,8.67364,8.2628,10.6305,10.2444,13.4246,4.3411,8.41564,3.86741,36.0012,56.3951,17.895,0.128919,NotCR
RPS27,1814.19,1586.52,839.457,1657.96,1583.73,1804.62,1969.78,520.938,359.614,651.831,473.084,429.856,354.41,374.832,397.172,474.566,797.404,583.418,638.689,633.221,1964.39,1611.7,2822.35,2812.54,2936.85,1577.58,1197.15,1476.13,1232.68,1296.79,2427.52,589.954,360.925,675.722,1247.33,442.737,1546.03,1254.95,714.831,1691.64,4528.55,899.829,1365.05,1778.1,2185.94,2135.49,1496.81,2112.27,1175.9,774.824,1784.31,2281.93,2045.14,445.29,NotCR
TPM3,82.1353,78.1853,56.7223,39.6176,54.0354,33.6144,50.2268,35.3108,50.3831,34.6365,41.0518,38.5803,44.2392,58.9364,27.1969,36.0084,41.7722,28.4635,46.7588,35.0887,67.4565,135.047,185.053,47.7396,46.346,26.5463,58.6858,30.7672,68.4879,28.9011,45.6308,66.4063,15.3985,32.8136,43.702,17.8998,117.928,49.2357,817.894,88.5878,34.0459,18.8366,31.1449,39.7327,56.1145,57.422,71.0268,105.612,41.0304,49.6782,60.7342,50.0708,61.3331,128.273,NotCR
SHC1,115.897,134.399,78.7941,110.152,110.156,82.9162,86.9198,9.42668,10.881,9.51177,20.142,24.1532,15.7895,12.5393,8.9736,15.2659,9.4834,7.2018,10.4099,10.5447,125.51,277.821,25.013,102.172,114.736,61.098,49.3865,71.6578,50.7865,70.0655,118.075,30.8171,16.8159,32.8325,36.1835,27.6901,107.898,48.3527,23.275,81.0979,79.9833,20.0943,118.316,84.1359,49.4515,52.8015,58.5811,67.732,40.9809,22.9199,103.889,104.024,88.7587,20.056,NotCR
LMNA,199.229,169.505,107.94,300.598,212.842,242.363,145.394,10.0509,8.29817,11.334,21.0495,23.4216,11.031,9.62297,11.8861,15.4544,8.65058,11.4078,24.7087,16.0773,183.684,392.66,87.4466,225.7,167.702,126.944,110.737,155.837,164.092,132.883,169.053,77.9224,50.4412,45.7923,64.592,27.0291,158.442,119.651,60.2232,224.141,166.537,24.8855,57.6316,105.189,297.706,272.557,85.1078,61.9517,77.2485,58.3796,140.381,255.829,192.208,6.02904,NotCR
MRPL24,55.6047,53.9785,62.2919,48.1101,53.8045,54.9747,55.1072,30.4691,30.9261,34.207,29.7591,27.164,30.3845,36.1318,27.6847,29.2823,36.1901,31.5682,45.9875,35.3456,52.4837,94.5672,71.1971,51.4751,58.0691,61.2583,42.6223,53.2817,37.8714,55.5493,63.3415,34.2611,36.4908,29.0841,46.7701,40.9008,35.2555,34.2558,49.7103,66.594,58.3914,32.4189,38.8073,48.6867,39.2831,39.4332,32.0281,36.7478,36.543,45.4966,53.0144,59.971,47.5069,7.71832,NotCR
INSRR,0.107048,0.937577,0.167018,0.0728632,0.119631,0.0414937,0.0608244,0.0180438,0.0208852,0.371337,1.02266,1.57798,0.0478413,0.0260309,0.0323339,0.36832,0.235274,0.354381,0.0864855,0.0454515,0.348059,0.0308461,0.019229,1.3894,2.96717,0.342064,0.110915,0.186298,0.0590276,0.160131,1.0019,0.190622,0.154039,3.56913,1.24701,0.022187,0.0811576,0.12319,0.0463885,0.425884,0.0622326,0.16315,1.14793,1.03207,0.024401,0.0189561,0.104914,0.105939,2.01908,5.41383,0.373526,1.81886,0.441165,0.0274225,CR
TAGLN2,398.571,403.659,124.346,474.566,421.24,281.59,286.29,42.4962,28.2845,35.6718,16.3324,20.931,31.5994,27.3426,38.3876,65.862,26.6649,36.6235,76.1933,57.6153,397.414,491.122,519.885,342.844,354.078,177.046,232.14,229.377,430.885,220.227,303.235,181.238,89.8935,147.504,187.064,69.5638,877.858,346.098,34.7682,350.814,216.931,111.125,94.1522,233.21,422.402,411.876,290.143,521.058,237.343,184.268,268.798,329.65,430.383,823.625,NotCR
ATP1A2,63.471,38.1708,1.71578,85.6807,94.4795,140.26,34.8608,339.891,418.873,555.438,161.993,302.903,492.312,406.732,213.567,187.589,435.116,422.036,103.646,259.149,29.6363,0.315514,0.30993,23.0141,22.4962,100.829,32.2481,113.317,10.507,111.102,18.2245,80.4997,81.9883,3.69627,1.73529,0.617772,11.4427,6.53685,591.86,243.899,19.3372,0.71841,22.9757,30.5766,4.23129,6.13413,8.42809,2.18944,5.13959,11.4643,5.53042,11.3838,11.0126,0.263955,NotCR
VANGL2,2.54631,2.75498,0.726396,1.27728,1.56697,0.624868,10.1971,6.53457,5.88738,6.60899,30.6765,28.9245,5.13267,4.75226,5.85214,10.4222,7.02731,5.49825,8.52489,7.09731,7.667,0.0998637,0.729401,25.2794,25.4775,14.2198,7.76128,6.8782,20.5263,7.50005,14.551,4.9656,1.62544,3.66969,6.1568,0.279917,10.8978,23.5819,0.959085,9.27748,20.0034,4.45925,8.40002,23.1457,50.4185,43.1921,8.24393,3.23432,7.0385,5.08998,20.0558,15.9058,28.4291,0.0590339,NotCR
NDUFS2,66.8587,75.3359,106.017,57.9188,66.9184,56.9118,78.8526,33.2953,42.6028,43.985,124.688,120.574,63.7033,69.4073,37.4454,46.6812,49.5583,37.7709,64.3105,42.7727,69.2656,94.3727,95.7788,86.5066,86.9023,77.9758,81.758,73.1072,67.1061,76.0141,87.9644,91.8511,120.763,63.8359,94.1948,63.5847,86.3045,55.8033,154.526,73.977,130.029,24.3221,70.7441,74.0934,69.273,72.5851,72.525,72.6812,71.9111,58.7169,71.9429,89.2745,78.8251,29.7559,CR
SDHC,11.7569,11.5712,19.5554,13.2644,13.0193,13.857,14.0495,10.4458,12.1798,12.3178,16.8862,15.0381,12.1922,15.3199,9.64737,11.8389,13.4919,10.3184,16.4679,13.3357,11.8261,21.1856,16.5422,15.0144,14.8237,14.8368,12.6586,14.9513,14.7051,15.5396,13.1712,10.0008,12.1477,14.0161,16.2057,12.3265,12.0361,9.90258,18.3931,15.0335,15.3767,3.79417,11.8646,12.4342,11.6709,11.7861,11.2692,11.1711,11.0161,10.6012,15.2104,16.1129,13.9886,5.59518,NotCR
HSPA6,4.01824,14.1846,5.11471,8.10468,8.59221,2.29954,4.43322,1.51316,0.86406,1.7212,1.14065,1.22793,0.943552,0.844419,1.87408,3.34798,1.40671,1.30503,6.88422,2.96792,2.59142,0.243896,3.13359,2.2229,2.26218,2.91228,2.36363,2.49775,2.17756,2.64726,3.3119,3.9405,1.16894,5.35014,7.6643,3.30125,24.4067,2.83776,0.391866,5.8671,2.78648,0.879875,8.41057,2.73027,3.4571,2.80807,2.38436,49.0479,2.53025,2.43933,4.37762,2.14635,2.65909,274.512,NotCR
DUSP12,22.3516,18.5306,12.487,25.0966,24.7459,23.1986,22.7061,8.18759,9.79604,8.20169,39.6115,32.9444,11.754,13.8229,8.26975,10.344,8.64266,6.93043,12.3241,8.63593,22.1279,34.9751,31.9198,27.7234,31.6882,21.6439,16.6065,19.639,13.8688,19.2237,27.8086,7.99882,4.67743,10.4031,17.2436,5.90805,22.5415,15.4562,4.92624,30.6182,29.1272,8.55032,18.1687,20.9369,16.5319,16.3256,19.4862,22.4182,14.1103,15.8694,26.315,32.2084,22.8878,5.08811,NotCR
FMO3,29.6191,6.60765,4.84402,5.9221,5.08259,4.57306,0.764433,0.581245,0.489204,0.654727,0.388329,0.414301,0.475115,0.596971,0.57902,0.795848,0.333379,0.665952,0.723223,0.640991,6.47794,1.97665,0.0201343,0.700728,1.22906,0.683357,0.848675,3.68294,4.49663,3.61986,14.1692,2.01189,1.10777,6.11663,0.521573,152.507,22.0094,3.84541,1.86041,4.40629,0.193501,1.10671,4.73828,1.06039,1.42629,3.97279,1.88056,0.235218,1.76721,0.845327,3.37315,1.90935,0.7841,0.0374734,CR
FMO2,66.1443,79.8911,14.4036,213.251,91.6299,49.2544,6.33503,0.565216,0.632575,1.30891,0.480825,0.642068,0.554912,0.490067,0.540515,2.50445,2.13899,1.08888,1.40747,1.1084,78.9417,5.84513,0.0846504,11.7351,14.8656,9.62264,4.28732,31.2495,59.2592,34.1819,46.3694,41.5501,16.973,4.83446,4.42823,1.7362,161.564,51.6833,9.43819,40.0923,4.11755,2.98693,9.64398,7.92783,4.16945,5.98752,4.28179,0.763092,5.12489,2.18114,22.3813,17.1243,14.3521,0.0775936,CR
FMO4,5.77269,4.83516,4.07516,14.3561,10.5435,9.24512,3.9901,0.851417,0.68489,1.01626,0.307237,0.484915,0.830933,0.636412,1.05294,1.02974,0.967072,0.91201,4.71715,1.83688,6.72088,2.86844,4.36553,6.98315,7.05508,3.01657,4.39894,2.63098,3.51209,2.75861,6.24645,3.8878,1.99271,8.30013,10.5671,14.9171,4.23948,3.37602,0.735512,7.0025,7.10219,1.71578,3.68927,5.45653,3.99392,4.04985,6.21865,5.16147,4.52429,3.5957,6.73272,4.91475,6.12751,0.733631,CR
PRDX6,354.409,443.763,227.622,214.39,239.764,219.274,199.079,98.1552,91.5518,134.626,66.9723,71.2429,116.189,112.105,88.0328,101.989,100.003,114.942,91.5635,118.742,313.112,333.698,126.652,232.291,221.413,182.67,195.211,384.457,190.792,359.651,370.052,255.472,161.22,133.28,161.106,204.528,244.623,114.432,429.299,308.586,223.558,81.527,118.601,215.096,173.978,195.481,95.1218,137.001,175.977,223.666,220.992,252.911,227.698,115.711,NotCR
SOAT1,14.7263,14.6817,126.417,14.1116,13.8094,10.7792,14.1002,2.53894,2.64598,3.74504,4.34145,3.93979,2.47163,3.25124,2.35971,4.12646,4.30926,2.74212,5.85826,3.63599,11.1645,31.1255,23.2991,13.7883,15.733,9.40009,8.5813,9.16885,3.58503,8.30545,14.4935,4.86301,1.96257,5.14171,7.73602,5.86588,24.6369,12.9654,2.52406,11.5584,14.1158,9.7275,13.2396,16.9647,5.18996,5.36849,11.3178,15.319,12.1244,11.0177,11.0638,14.3888,9.11962,8.89993,NotCR
DHX9,59.0431,53.883,42.9318,59.7834,56.7908,62.1915,67.5909,23.0141,26.0928,30.6927,86.2366,67.771,30.566,36.3224,22.2549,29.3964,31.6375,23.533,35.856,24.0821,60.3605,95.1951,106.578,87.2512,89.9958,56.5263,45.6241,56.8943,49.2665,53.5281,78.3682,24.9114,16.1504,25.3397,35.2235,14.9748,67.4374,49.7799,22.654,80.0604,89.5042,20.5542,55.351,52.9536,54.7531,56.7323,53.5743,58.3616,39.8988,80.7425,76.0438,89.0869,69.0152,22.6539,NotCR
TIMM17A,27.3915,26.9761,34.8837,32.5944,31.4293,30.2972,24.8292,14.69,20.7214,16.1471,29.3101,25.2502,24.3037,31.7231,14.358,18.4562,17.3148,14.2357,14.8334,15.9734,25.2444,55.0697,52.514,25.4857,28.4644,29.4694,26.3052,26.6193,24.8583,27.4454,25.7731,26.8333,25.3723,19.3016,29.3076,20.8745,25.9954,19.7031,29.9189,26.6664,22.0751,9.98145,27.0069,23.3221,21.1153,20.2855,24.136,26.8283,20.7644,24.6816,30.6526,28.2253,24.0634,4.92372,NotCR
ARL8A,68.1443,66.4313,55.2653,79.525,76.7866,80.6378,56.6881,58.5354,72.6798,66.9209,108.811,93.8917,70.7154,99.5264,71.2708,89.1468,70.4177,62.0314,196.268,85.9661,67.3804,33.8333,36.1598,78.9461,77.7307,62.0344,36.5767,64.3099,43.8497,65.3613,76.1208,33.2762,26.5599,31.8832,39.5795,27.8329,93.1675,46.4863,33.5662,119.159,73.2805,16.3167,57.4818,56.4763,57.9694,60.7551,41.3004,66.1267,38.68,42.7187,71.9677,80.5369,62.703,92.4327,NotCR
CYB5R1,29.9133,24.5666,32.9348,49.7701,39.7365,41.6461,39.1551,10.8936,13.8019,13.5748,18.4431,21.6449,15.8551,15.6097,10.6385,17.4126,14.6099,12.3822,14.1,14.5991,31.5569,18.6528,9.72464,46.9788,46.444,27.9418,18.3345,30.5879,38.9567,28.4239,40.9172,28.1253,40.7042,16.7317,21.7795,12.859,36.2444,33.2973,173.14,40.7197,38.8322,12.799,41.8353,32.7759,89.1141,81.1706,19.3914,31.4489,47.6209,50.6999,35.0952,41.3341,40.136,15.7066,NotCR
RBBP5,10.4939,9.14045,11.6447,9.26946,9.82815,9.85603,11.5884,4.94788,6.21446,6.98763,18.914,13.6093,7.74413,10.5043,5.44271,6.55842,7.9613,5.13115,6.57002,4.22625,10.0387,17.3388,20.8661,14.8574,15.4551,9.23692,8.28309,8.70364,8.67104,8.30066,12.4364,4.57678,3.47326,5.74644,8.74825,5.03909,10.3652,9.74276,7.64597,13.358,13.6898,4.70862,13.858,10.3336,13.0652,13.7058,9.12383,11.0728,7.15506,10.9646,12.5612,14.8265,12.1308,6.06014,NotCR
HHAT,1.42191,1.75362,4.79756,1.73433,1.42008,0.758761,1.64839,1.09955,1.26294,1.12754,0.332231,0.423337,1.78695,1.82239,0.747002,0.74619,1.42212,0.96208,0.752494,0.736531,2.71671,0.933775,2.13996,3.24677,4.42237,1.80149,1.729,0.936128,2.07697,0.78225,2.28031,1.01432,0.511663,1.60943,2.77942,0.879666,2.25364,3.78519,0.0974652,2.53314,2.35292,0.746782,2.89113,3.87247,2.77706,2.46002,1.91504,1.80669,1.14652,2.93522,4.90273,3.10604,2.8172,0.146839,NotCR
IARS2,69.7132,57.0333,72.5108,62.2271,57.9886,71.545,57.7396,22.5598,26.1721,18.8096,31.7947,28.0483,29.2603,31.1101,21.0253,20.8808,20.2199,15.506,27.3236,23.4306,60.2441,107.8,84.1635,54.0844,58.1331,49.2749,52.1322,50.8848,57.7971,54.978,50.2205,31.3141,31.6998,24.4712,30.7057,27.85,44.671,50.8261,50.1522,54.9804,55.1911,18.3998,29.622,36.7247,58.4465,65.3529,43.8884,34.9891,38.9211,43.486,47.5892,58.2586,56.4707,8.8493,NotCR
DEGS1,78.2459,72.6114,33.6513,107.524,94.0005,87.3713,64.9319,24.4015,26.1897,28.7785,29.0472,29.6134,31.1407,36.5414,28.1148,39.1749,30.003,25.8274,67.6975,32.0751,69.8914,135.276,50.6044,89.3366,69.0582,78.9632,35.083,90.1427,45.6865,96.1733,69.04,34.6613,21.0714,18.7412,30.4037,15.1456,79.9501,46.7996,13.2831,66.6982,48.2042,11.2886,57.2603,69.9426,560.575,556.969,39.4905,47.7795,37.7348,39.559,73.6701,73.5168,109.212,30.6262,NotCR
LBR,30.1169,27.5184,6.12348,15.6596,27.3248,44.6381,39.9408,4.90748,4.06821,5.18743,7.14438,7.43302,4.40348,4.46936,5.5721,7.0222,4.81066,4.53782,12.8529,6.96507,24.5163,27.9024,88.9356,53.9705,45.9464,89.3124,47.2289,51.4874,29.9434,63.0919,51.581,7.05243,3.74983,8.62722,20.1414,13.289,29.6462,13.9984,5.74136,21.4189,31.118,9.24555,9.84533,26.323,15.28,15.2137,38.0766,41.9006,20.2839,17.3947,21.7372,68.4817,34.6165,41.0752,NotCR
PARP1,27.675,25.8845,26.1555,24.4896,24.9797,24.8845,39.3956,28.7234,28.5386,31.3727,41.5004,39.8764,33.193,34.4474,26.2848,25.4913,27.9609,26.9892,67.5899,33.1408,27.3746,54.2171,173.97,34.0459,36.7299,47.2944,29.428,34.3497,28.6775,36.9734,30.7528,17.1917,25.3978,13.0414,18.4726,13.3773,28.9417,27.3076,30.8979,59.2265,31.2296,20.8269,46.376,32.0166,20.869,22.2095,35.1839,57.1035,22.3455,50.2458,28.647,39.0593,30.837,8.76672,NotCR
ARF1,274.23,272.742,236.042,423.288,354.984,391.482,265.512,132.348,174.645,145.515,233.019,212.016,203.227,238.777,147.927,174.118,178.126,120.267,140.554,116.26,271.204,420.299,293.915,322.722,366.116,252.492,239.267,258.816,269.707,259.967,357.179,185.555,130.244,147.359,182.085,130.619,380.358,250.305,155.469,292.614,315.52,132.977,355.633,284.532,228.949,248.157,234.381,270.228,209.077,294.051,331.362,371.893,280.847,266.234,NotCR
ERO1B,9.23934,8.17374,6.1389,12.1596,11.1777,12.3795,9.0008,4.32774,5.04107,5.75768,21.6024,18.3877,5.12973,6.25136,4.66726,5.45949,6.48126,4.68412,6.93946,3.96401,8.77911,4.05765,21.3378,11.8162,12.811,8.9758,5.37554,8.32576,2.8396,8.02805,11.1558,3.673,2.90521,5.06131,6.804,9.23998,9.61957,8.88997,2.32768,12.618,13.0099,90.0798,18.1678,9.46959,4.63396,4.68618,8.27059,13.5372,40.119,26.5026,23.6567,11.4568,6.76281,2.25705,NotCR
RGS7,0.0,0.0125264,2.35469,0.0203991,0.0269119,0.0,0.0,13.1505,27.4383,24.1671,73.7687,47.0553,29.0952,57.3274,15.4026,15.021,37.8096,16.7963,5.09813,6.89469,0.0576248,1.56437,0.012001,0.0509393,0.133392,0.284398,0.105012,0.080555,0.0619811,0.0806892,0.0,0.008959,0.0,0.447915,0.484938,0.022693,0.0523376,0.0352072,0.0,0.815133,0.523274,0.157121,4.62599,0.113279,0.063777,0.057373,0.118958,0.305349,0.983267,9.23974,0.0304585,0.0852242,0.0491217,0.0350288,NotCR
FH,55.6856,51.4985,94.7597,50.389,54.7975,59.9424,59.7675,31.9674,40.3792,39.1641,69.5032,58.3186,44.1615,56.5446,32.0951,38.8027,45.7843,33.1321,38.6191,34.6444,53.544,128.807,139.444,53.6061,52.3149,76.4296,77.2488,70.777,63.5806,81.0643,49.3485,101.05,120.479,48.2765,64.1845,104.515,46.3245,52.1847,115.053,58.3596,44.9674,21.7875,52.6767,42.1046,56.4217,59.1808,59.609,44.0332,59.2963,89.7846,54.3643,63.4248,56.0898,11.5698,NotCR
BECN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481285,0.0,0.0,0.0,0.0,CR
AKT3,28.9336,23.5798,11.2178,41.1853,42.6998,62.9439,30.2394,12.2282,18.2095,12.6815,41.6081,36.1127,22.334,29.7453,12.0231,13.4614,12.5072,10.1177,14.4449,12.0314,23.8664,22.8727,8.12245,41.7571,36.9451,37.0137,14.5196,31.9316,5.17875,33.2746,43.8342,8.64312,3.56631,7.49101,12.8101,1.32599,24.9088,6.63212,3.43849,35.8638,45.6451,2.44659,21.7297,23.1293,5.98609,8.22662,15.2219,10.8237,5.85068,17.1133,24.3863,45.6596,20.6222,1.22665,NotCR
RPS7,959.921,957.836,555.16,819.899,881.043,878.18,974.585,317.01,285.401,284.063,581.496,484.005,258.073,317.269,264.845,309.558,325.063,258.878,419.804,332.216,1069.11,1584.8,2265.66,1262.91,1246.7,992.36,735.376,897.897,1003.37,848.348,1124.38,354.884,239.668,475.108,716.528,342.844,799.838,758.975,367.795,819.226,2452.18,577.72,724.781,903.836,1292.15,1181.56,787.511,910.574,716.161,498.421,829.8,1132.55,1156.97,102.406,NotCR
RRM2,0.545359,0.636234,1.00747,0.656825,0.823659,0.236814,0.522826,0.0455002,0.0383409,0.0404626,0.0558599,0.0665028,0.0687184,0.0625846,0.0582161,0.0593714,0.0398634,0.0336433,0.0883919,0.0508655,0.449041,39.7728,174.485,0.183772,0.629302,0.232732,4.74242,0.182645,22.8907,0.195301,0.264697,0.201659,0.104622,0.407235,0.486886,0.537272,2.40528,1.23858,0.0772202,0.316484,0.221886,0.282905,0.301765,0.470169,2.61374,2.37878,8.17902,11.1039,1.2301,6.58578,0.435008,0.17219,5.50529,3.26894,NotCR
ROCK2,46.9276,34.7368,10.2005,43.6248,42.125,61.4215,35.7586,6.69743,10.0586,11.7287,38.1476,32.3797,15.015,17.5059,8.02295,7.45019,11.3439,9.60732,7.96655,5.85807,33.323,36.765,11.2695,30.7502,32.1127,22.6211,20.4934,29.5761,11.4886,31.9495,31.0189,10.5199,6.46575,6.33353,10.3872,6.75914,36.3505,16.3218,23.0796,29.752,23.7112,5.0889,11.6127,19.2704,12.7376,14.9674,18.6834,19.4876,11.8643,9.54924,20.2685,44.6121,20.1369,1.80056,NotCR
TP53I3,17.5546,17.7812,18.5788,13.4104,14.4349,10.5889,16.0182,2.20025,2.25693,2.23573,2.27763,2.90659,2.58129,2.35339,2.19941,4.09359,1.90611,2.31215,2.53654,2.29514,17.8694,42.4369,12.006,25.5968,25.9994,14.2508,38.0007,11.5797,107.659,10.0535,17.6754,5.857,4.1543,23.0594,32.8465,5.66245,35.0702,22.2449,1.81682,43.845,9.6019,13.0243,11.2149,17.828,6.89366,6.89242,41.7987,11.8818,14.086,60.0077,30.574,17.1818,55.8076,8.342,NotCR
RAB10,66.7418,62.8786,72.5522,82.9552,80.4451,89.4395,86.2074,46.8055,48.4348,44.9144,63.5233,46.461,39.8217,58.5204,44.9244,52.7096,45.9695,37.2731,97.6526,53.5286,62.6698,109.093,86.7827,90.5876,67.5455,69.7746,62.8468,69.6023,300.547,74.728,69.1253,35.4862,26.0965,31.551,41.3988,20.9026,66.4467,63.4481,104.009,90.5408,63.6223,20.2497,44.0316,57.8887,103.746,104.761,54.4381,54.632,48.6708,40.0073,76.2815,77.4662,171.363,41.0859,CR
EIF2B4,43.77,37.5289,37.6935,48.778,47.4311,51.2917,55.1438,17.2233,19.3264,19.5669,54.562,52.8032,24.1027,22.9184,17.1975,22.5709,19.5791,17.1882,25.365,19.6604,46.1243,43.6276,29.8731,58.5226,68.3922,60.2711,36.9318,56.471,43.1765,56.2474,58.2207,21.5899,19.084,20.2524,31.4748,18.2596,44.9543,40.482,37.8069,65.3414,54.9871,26.4108,51.1407,65.6798,52.5028,54.195,36.3094,39.7501,34.5284,93.033,54.2537,59.8244,50.0804,11.333,NotCR
