Gene,Adipose...Subcutaneous,Adipose...Visceral..Omentum.,Adrenal.Gland,Artery...Aorta,Artery...Coronary,Artery...Tibial,Bladder,Brain...Amygdala,Brain...Anterior.cingulate.cortex..BA24.,Brain...Caudate..basal.ganglia.,Brain...Cerebellar.Hemisphere,Brain...Cerebellum,Brain...Cortex,Brain...Frontal.Cortex..BA9.,Brain...Hippocampus,Brain...Hypothalamus,Brain...Nucleus.accumbens..basal.ganglia.,Brain...Putamen..basal.ganglia.,Brain...Spinal.cord..cervical.c.1.,Brain...Substantia.nigra,Breast...Mammary.Tissue,Cells...Cultured.fibroblasts,Cells...EBV.transformed.lymphocytes,Cervix...Ectocervix,Cervix...Endocervix,Colon...Sigmoid,Colon...Transverse,Esophagus...Gastroesophageal.Junction,Esophagus...Mucosa,Esophagus...Muscularis,Fallopian.Tube,Heart...Atrial.Appendage,Heart...Left.Ventricle,Kidney...Cortex,Kidney...Medulla,Liver,Lung,Minor.Salivary.Gland,Muscle...Skeletal,Nerve...Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin...Not.Sun.Exposed..Suprapubic.,Skin...Sun.Exposed..Lower.leg.,Small.Intestine...Terminal.Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole.Blood,Class
ATP2C2,0.143006,0.147131,0.208842,0.206826,0.431461,0.437721,1.34091,2.40273,2.34385,1.77117,0.739133,0.824104,1.94989,1.92741,2.38495,2.81233,1.90346,1.06804,1.11507,1.72473,1.7513,0.204172,0.077277,0.476157,0.522339,0.505295,30.5174,0.231834,3.64347,0.176157,1.73784,0.0687895,0.0522164,1.13798,0.963217,0.111934,13.904,22.6289,0.0393162,0.227688,0.268281,0.262448,2.53012,17.7851,26.7543,28.5461,15.3405,0.973118,0.712819,2.14572,13.0753,0.29924,7.90883,1.70457,CR
COX4I1,173.202,188.746,137.091,148.238,158.522,155.604,189.33,222.236,260.171,252.039,263.564,232.778,246.056,313.476,200.821,222.37,285.426,233.211,235.947,254.561,179.348,217.424,253.949,209.424,176.472,241.494,244.547,203.016,206.998,206.006,174.729,317.086,336.589,152.699,198.867,101.571,166.984,158.656,229.788,159.842,195.922,80.3169,180.08,184.627,215.118,208.226,211.392,181.944,200.84,124.495,204.341,173.641,197.253,95.2097,NotCR
SLC7A5,3.62514,8.56726,2.55137,9.79168,7.4042,12.9571,27.1534,35.1283,44.156,34.7381,44.6873,70.6635,76.6215,57.1284,39.7758,57.6125,27.0714,34.0546,48.2653,55.2421,8.57185,74.3185,105.248,2.72765,8.18696,14.4026,9.91243,8.16344,130.952,8.01919,6.91078,11.6114,1.98327,5.2806,15.9859,13.7508,16.602,28.3484,14.6608,17.4133,12.5184,2.65872,27.3593,10.4727,34.2987,28.9525,13.3728,23.1485,31.0407,150.67,5.33091,3.03744,26.6709,12.7382,NotCR
APRT,127.703,134.654,152.957,101.331,116.029,85.3914,127.427,26.4045,28.2642,29.1962,46.5932,45.8449,32.2233,32.9916,27.5184,31.3822,33.3322,25.8462,43.8318,32.1372,139.29,192.161,236.065,157.537,144.234,76.729,118.002,89.9058,221.955,84.3073,149.394,44.9695,27.1179,79.9664,101.9,93.2957,123.968,121.371,32.7605,122.454,114.819,76.4075,85.9478,158.8,252.719,244.067,121.781,158.643,111.929,55.8367,152.668,126.98,192.227,82.7063,NotCR
RPL13,628.212,619.822,351.15,548.704,575.723,563.495,683.801,192.316,167.792,154.51,298.09,267.186,155.632,164.269,165.711,182.479,202.451,147.529,271.622,185.114,696.957,718.19,889.493,978.346,986.449,632.005,442.432,583.835,597.564,546.342,824.519,222.109,145.394,226.115,346.427,204.731,490.193,518.048,318.203,611.501,1712.04,418.296,495.145,802.883,1062.72,985.189,511.955,629.198,418.276,323.013,528.267,841.798,794.819,319.388,NotCR
YWHAE,267.88,290.968,262.272,192.445,220.8,199.947,212.841,459.523,483.08,427.336,592.26,463.041,431.43,576.999,412.252,459.631,476.949,369.232,579.802,434.419,284.821,492.814,378.658,291.929,273.462,203.734,187.127,174.702,311.512,174.986,272.999,179.387,162.502,166.401,256.72,106.211,295.27,227.056,309.636,406.368,304.031,96.7557,331.634,238.829,261.602,260.034,160.743,156.36,152.401,336.936,334.656,285.931,296.626,63.456,NotCR
RPA1,38.1141,26.6581,26.1741,37.1238,34.8922,51.0981,41.3086,13.3479,14.452,16.0622,37.38,32.8434,18.2116,19.6271,11.3369,16.1509,16.7599,13.0193,18.6805,13.479,35.4763,43.7962,83.5356,44.5926,47.284,38.3541,26.3851,37.8437,31.0495,35.9813,44.9005,19.7705,12.9818,10.0846,15.7998,8.40109,28.6074,29.2298,35.9452,45.8991,51.4742,10.236,29.5295,31.804,38.8274,43.564,32.1297,32.3827,19.7336,27.7375,35.5767,48.6815,38.1354,8.33428,NotCR
ATP2A3,10.2645,10.7923,17.5948,38.5378,31.63,18.8223,34.063,1.52911,1.24742,1.66295,15.3219,55.4781,1.7764,1.28181,1.3746,2.18366,1.59799,2.51157,2.69952,5.71236,13.6338,1.37104,88.7782,14.7847,14.9984,17.4733,83.6503,30.5942,11.5464,39.2308,16.1304,6.68193,3.91877,7.39158,15.3644,3.06135,50.6382,114.379,1.08402,8.98513,4.99318,25.3703,4.00781,36.8427,29.645,44.0874,103.392,176.841,35.3385,5.29851,23.5898,21.1354,14.5295,124.375,NotCR
ARRB2,47.983,53.2612,38.982,37.8708,40.0325,20.0291,28.6707,32.9602,40.9501,20.8758,101.938,100.282,49.551,51.966,40.2518,39.1364,24.7093,17.2265,41.9251,29.2935,31.7709,11.5035,38.0139,25.0132,31.2352,31.6853,29.5062,27.9089,14.251,26.6099,37.0571,12.7999,10.0449,15.8572,17.7043,15.999,139.255,22.1261,6.39831,51.9873,27.1196,8.28738,34.507,26.0155,16.3351,17.2118,55.6569,206.603,30.8161,11.5646,24.6189,33.0166,25.4165,703.139,NotCR
SLC13A5,0.146981,0.327584,1.52956,0.0318302,0.0663829,0.0242546,0.0557789,2.86634,5.98687,4.20771,1.51331,3.19515,6.99838,5.22573,1.86482,2.57937,7.0989,2.57976,0.354179,2.29165,0.342551,0.020556,0.0470695,0.275509,0.27854,0.0534924,0.0436741,0.0428864,1.06198,0.0449991,0.65513,0.0160823,0.0231039,0.044372,0.0984451,261.798,0.0764638,0.282444,0.0379986,0.0634983,1.08401,0.04309,1.47486,0.0898545,0.129945,0.115601,0.0863048,3.17607,0.0443026,3.40061,0.109776,0.0895082,0.247174,0.0289821,NotCR
SLC16A13,1.52253,2.53659,1.56094,0.618359,1.40556,0.332671,1.56715,0.453039,0.555212,0.511256,1.22671,1.36419,0.844194,0.709499,0.459813,0.54781,0.538661,0.413132,0.463808,0.480015,3.10287,3.09758,10.3403,2.12055,2.37935,0.830433,2.6989,0.926582,8.54618,0.888823,2.42209,0.549475,0.867752,2.89538,4.69571,21.1098,4.92131,5.56079,0.202194,1.24053,1.14974,0.887714,1.88796,3.07942,5.66036,4.87056,5.73473,7.11557,1.07476,1.45132,6.45788,2.23442,5.60768,1.91791,NotCR
GABARAP,326.395,295.645,372.875,393.161,359.373,416.823,303.872,200.73,217.68,192.727,223.575,217.662,213.921,232.126,187.591,251.399,214.905,177.025,341.299,253.138,331.78,269.415,173.852,456.932,439.19,315.603,230.616,307.415,203.368,274.375,371.407,182.635,141.021,205.869,302.853,134.948,351.399,256.219,212.015,350.947,453.107,149.694,502.701,365.302,299.672,331.968,232.361,335.944,253.029,425.549,369.563,382.464,311.719,602.962,CR
SLC2A4,17.5638,18.4142,5.12207,1.71304,7.43732,11.3309,45.2276,1.8697,1.42316,1.99437,0.41145,0.64048,1.64528,1.14928,1.0454,0.666102,1.46207,1.96851,0.588399,1.93054,11.62,0.16155,0.187633,16.308,11.3937,95.4855,24.3045,122.668,6.54885,135.51,21.3428,42.7168,59.0967,1.8524,2.15448,1.46751,3.36644,5.09637,148.579,5.33187,4.3321,0.383898,6.68359,15.2732,4.01605,5.26926,4.20272,0.475975,6.5255,7.21154,8.02505,15.8862,6.57194,0.463607,CR
EIF4A1,371.449,468.086,274.975,290.844,333.182,297.789,327.604,61.1198,65.6895,73.2408,98.1347,103.42,84.5999,85.1633,61.3304,78.2524,78.8627,62.1511,111.333,72.4078,364.292,844.883,617.029,333.611,364.764,241.326,217.717,252.61,448.243,239.68,455.416,116.394,68.1055,126.534,167.224,114.756,418.642,227.413,103.102,375.317,412.331,129.331,235.753,260.18,379.593,361.438,219.731,313.935,222.375,233.036,241.832,336.474,373.621,193.275,NotCR
CHD3,40.5371,46.0275,47.1148,63.9289,41.2969,38.9378,81.7744,36.9056,59.5054,28.0564,49.033,50.8305,64.7836,61.2541,34.5171,38.6395,55.791,25.2636,12.4746,15.1646,53.762,73.6553,58.1689,180.927,166.679,109.252,59.0193,65.0114,52.9101,67.1521,122.596,18.6884,7.08104,31.9161,55.3697,3.95321,68.2318,53.6544,4.35273,91.9384,121.547,23.0375,100.41,146.489,48.5561,44.1168,55.9718,56.3121,42.0876,51.795,102.569,155.47,83.7608,29.1143,NotCR
PFAS,10.6128,10.3947,10.1243,7.19269,8.47456,6.58294,11.9159,2.7928,3.69132,3.54512,11.9318,12.6733,6.59746,5.80327,3.13713,3.47746,3.98061,2.7432,4.31475,2.80775,12.4044,22.3471,38.5648,11.7103,14.9997,7.21855,7.58741,6.69685,8.72143,6.58759,12.1131,3.74481,2.65073,5.12566,10.7723,4.57975,8.98034,7.95054,3.46397,12.1161,16.7637,5.07003,7.96723,10.175,7.95865,8.51967,9.68833,13.8777,7.41382,13.8223,13.9739,15.0695,9.48999,1.44778,NotCR
RPL26,658.675,641.891,367.894,522.091,582.389,612.774,632.158,237.907,209.554,169.517,332.718,280.259,201.985,224.911,197.796,206.889,230.965,158.309,329.467,259.98,726.594,997.229,1462.87,905.0,899.869,561.241,455.916,532.783,578.548,493.639,692.071,234.925,169.301,273.899,439.967,148.18,492.417,503.582,293.432,575.951,1410.21,354.03,316.649,569.228,787.266,684.279,464.389,536.159,414.318,206.156,578.606,768.068,734.776,42.1068,NotCR
SCO1,8.18974,7.90244,8.23518,8.51676,8.45654,8.87503,9.28021,3.20519,4.35754,3.81819,7.0791,6.39113,4.94515,5.55109,3.04408,3.9593,4.14086,2.96558,4.07739,3.49748,7.92643,13.5327,14.3546,9.3726,10.7193,8.54042,8.75835,8.21039,7.09821,8.82693,8.33281,4.73512,4.94842,4.90701,7.12505,6.40864,7.74811,6.62758,5.43855,8.86319,7.3541,2.52544,6.90154,8.55582,6.60097,6.50261,9.08555,7.79609,6.4793,7.23,9.84189,10.6805,8.13639,1.83478,NotCR
MAP2K4,17.5621,15.5593,18.6392,20.789,19.8007,22.9047,20.8101,20.4601,32.5653,19.0857,50.3959,40.5765,40.0758,62.9933,24.1021,28.7048,22.2541,14.5462,22.5689,18.6216,18.0529,22.8652,26.1177,27.2549,24.1186,18.3343,14.0433,18.997,26.007,19.7659,21.8,9.2831,8.50804,9.75622,13.9422,9.17384,19.2396,16.1179,17.0191,20.1345,22.3251,6.43152,26.4128,22.621,25.0191,26.3585,15.0479,16.236,12.477,21.2957,24.6989,24.2687,26.5012,10.344,NotCR
PEMT,59.1683,42.0467,25.7866,20.7406,21.8962,17.2286,22.8388,12.9239,14.7145,13.6437,13.0024,15.4616,15.6834,15.7209,12.9912,18.8579,16.0291,12.8553,21.2476,16.272,56.7207,30.7426,12.7614,46.0531,47.1126,14.3606,11.2558,11.6231,20.4765,11.4225,32.0517,12.2226,8.58102,15.6496,16.2195,111.89,29.4442,21.3449,11.4832,38.4117,33.5961,13.0261,57.7129,36.7611,31.0967,32.9276,11.9576,12.7915,13.8,54.5059,42.2966,31.3423,27.4582,4.57015,NotCR
SHMT1,40.8852,33.1436,8.91493,10.5272,11.3488,8.07608,18.5604,4.09533,3.16036,4.35019,25.8427,22.465,4.26866,4.3092,3.93403,4.02326,3.9192,3.81089,6.71275,4.4611,35.8673,14.4774,22.9632,17.1298,18.5617,14.338,17.9127,14.6345,62.7472,13.6299,21.6682,3.41182,2.35325,73.167,48.4196,181.103,14.0857,32.6808,9.40372,35.0971,17.6196,4.66022,5.50215,15.5604,27.8445,29.0438,26.584,27.8903,12.466,25.5073,39.5775,14.0659,25.7717,3.54853,NotCR
MAPK7,26.0605,22.2073,25.8656,31.5413,34.823,40.0485,30.1356,4.60796,4.95127,7.18436,14.4746,16.8721,7.15875,5.49874,4.76884,6.28175,6.9351,6.13229,5.92951,4.67895,25.3533,25.6354,10.6448,45.9539,40.3366,28.6749,23.1946,28.1964,33.7464,26.1099,36.7942,8.60647,5.15131,10.6195,15.2027,3.95268,31.607,16.7776,4.9673,37.9907,38.4863,4.18989,19.0578,24.5233,31.0533,36.4648,21.9541,28.552,13.0885,37.4156,27.0148,40.0909,42.8257,11.1862,CR
ULK2,15.3189,13.5815,8.17641,15.5358,15.5518,19.3824,14.1969,15.0584,17.0606,15.5532,33.9781,27.1171,16.5486,19.7801,14.5201,13.3195,16.6259,12.2054,42.268,17.243,12.757,10.9481,3.3665,22.0083,21.3529,17.4454,7.74892,17.0115,6.52832,17.7554,18.5639,4.96237,3.37417,4.9499,6.15237,1.53187,12.5683,8.12858,6.18431,27.7861,21.2521,3.37984,9.12216,14.2063,11.4462,10.7359,6.21739,8.20527,7.29408,51.0909,12.3227,20.1739,15.7138,1.34647,NotCR
USP22,58.9448,50.2596,76.8749,72.1417,70.8365,70.6105,65.9893,43.4906,61.597,49.6671,183.459,175.614,76.5304,80.5624,41.5211,62.2133,63.6065,37.5701,44.539,38.2573,59.3556,113.554,78.4655,81.0356,93.6048,67.6429,49.506,63.9302,45.8068,60.736,86.1732,45.7527,33.9084,33.6078,45.6269,20.6599,72.6516,44.3037,64.6701,79.0717,110.209,25.5155,88.8802,71.0634,50.312,54.4902,50.5194,57.1678,51.4989,49.0006,79.2328,117.707,54.9491,15.2527,NotCR
SLC13A2,0.0,0.0,0.00984249,0.0,0.0,0.0,0.00923579,0.0,0.0134298,0.00768926,0.0,0.0138264,0.0195319,0.0239538,0.0196943,0.0,0.0061163,0.011686,0.0,0.0,1.0523,0.0,0.0171592,0.0167921,0.0,0.036705,2.54219,0.0,0.0381675,0.0,0.0318538,0.0,0.0,9.85643,3.3882,0.257139,0.0317581,32.6954,0.0,0.0,0.0,0.0313629,0.0370478,0.0380469,4.27876,5.92689,36.6895,0.0,0.0230575,0.467354,0.0121619,0.0131501,0.0198885,0.0,NotCR
TAOK1,25.2837,19.8603,11.1553,23.3364,21.3008,26.4243,20.5957,10.504,12.2772,11.4319,20.6474,19.8511,13.1464,15.455,11.6,12.7702,12.4815,9.58386,20.1415,12.5967,20.6347,31.7413,16.7435,23.9537,22.9,19.8642,12.8444,18.793,14.0831,19.3169,19.4105,9.78206,6.6213,5.83634,8.39684,4.29202,22.6877,13.9024,9.77141,29.672,18.2536,4.20355,17.9368,15.018,17.8965,20.653,13.4395,12.4326,8.68858,18.712,20.6711,24.2731,20.1207,4.90522,NotCR
SLC6A4,0.277224,0.232693,0.0889003,0.568507,0.232642,0.114035,0.151251,0.063934,0.0805879,0.0792905,0.445208,0.379383,0.114421,0.130857,0.0875909,0.109,0.106888,0.0746478,0.128064,0.0889619,0.282468,0.0461832,1.77677,0.181959,0.153623,0.161858,0.203044,0.228475,1.64547,0.212283,0.306704,0.379592,0.0460676,0.205211,0.194622,0.0419469,35.7413,0.163188,0.0637374,0.732065,0.124302,0.186871,0.172285,0.168902,0.526285,0.679966,4.21864,0.248634,0.0853021,0.688546,0.304794,0.162154,0.374734,0.130236,NotCR
NF1,8.73404,7.38877,8.16714,12.4628,10.5664,12.509,9.66135,5.64213,6.93741,6.66562,17.0628,15.2638,7.36833,9.53252,5.56544,6.93875,6.92752,5.20472,8.59928,5.69415,9.06256,17.8537,12.1487,11.5486,11.7559,8.47165,6.26199,8.23083,4.69986,8.26854,10.7299,4.83242,3.21822,3.42215,4.42942,2.61077,9.66089,8.24804,4.11892,14.8635,12.6857,3.38257,9.52086,8.7158,6.73126,7.23405,6.57104,4.85321,4.93636,12.0538,14.062,12.854,8.90397,1.67303,NotCR
RHOT1,16.9453,14.7449,23.7482,22.5118,19.9126,26.8207,16.4546,10.4922,13.6366,12.6526,27.4357,22.1797,15.3765,20.9891,11.3561,12.4077,12.1219,9.6777,16.9115,9.82578,16.4872,16.3242,15.9088,21.2848,19.904,20.2832,11.3503,17.7613,12.3775,18.3366,19.7275,9.82495,8.16363,5.83984,7.50706,5.00552,19.3196,12.618,11.4818,19.7992,20.4554,5.42747,15.28,14.1497,29.0196,27.2819,12.0821,13.2249,12.8407,13.2287,18.6937,20.8646,17.7788,9.24155,NotCR
PSMD11,47.1437,40.1611,35.1958,43.3742,43.703,48.902,43.2545,17.5475,22.2007,19.1338,51.2201,44.8358,26.848,31.4853,20.2623,25.6083,21.1232,16.3273,29.8897,21.5507,41.3152,59.1245,73.0406,48.5645,46.6787,45.4694,36.4939,42.105,50.5429,42.987,46.6741,25.8371,22.5231,20.9657,27.5419,21.1687,52.4017,34.9514,70.6291,54.4513,45.9732,14.8182,37.0037,41.9752,54.8948,60.3845,37.4389,42.4545,28.0299,53.4618,43.1011,58.2145,48.5861,13.4114,NotCR
CCT6B,4.63342,2.09109,3.96256,1.57739,2.04914,2.7789,3.96676,1.77008,1.72644,1.70921,1.82015,1.9477,2.07971,1.95628,1.71611,2.06721,1.90631,1.72636,3.75009,2.47062,4.82351,3.06191,3.42565,3.04293,3.8453,2.29077,1.63368,2.24082,1.67686,2.54103,3.43054,1.37062,0.906422,1.48775,3.65868,1.74345,2.24939,4.11181,3.1534,4.78473,4.50973,1.35785,5.29158,4.57064,3.52932,4.60642,2.06774,2.63804,2.18434,194.444,4.90687,3.26,2.89767,0.343524,NotCR
RPL23,509.555,502.8,286.629,424.894,438.223,458.123,439.685,99.9902,97.9294,89.1416,156.831,126.343,86.2794,103.291,87.1776,116.856,116.309,78.7225,180.933,126.389,543.162,744.178,861.475,665.33,644.386,411.59,301.139,390.525,366.158,350.111,546.926,168.479,116.646,190.694,297.363,106.301,374.646,328.709,211.251,416.064,1237.13,206.577,256.383,414.712,558.537,489.687,319.624,409.831,253.941,120.756,415.618,567.161,513.135,40.5799,NotCR
RPL19,1906.06,1707.61,1122.56,1763.23,1747.91,1931.4,1899.78,568.91,464.711,525.779,686.164,580.651,431.215,477.745,511.308,568.748,606.643,494.864,1011.3,696.04,1998.54,2437.22,3511.56,2687.65,2447.28,1731.89,1255.48,1601.73,1557.79,1441.79,2023.83,687.677,476.527,803.473,1171.23,493.418,1504.15,1454.68,1047.66,1731.64,3725.3,988.239,1335.99,1673.38,2338.46,2339.53,1454.11,1767.7,1202.14,733.756,1608.02,2309.58,2075.98,849.238,NotCR
PNMT,4.30404,2.48985,2.55581,4.06669,9.45425,5.78735,7.52535,9.71335,9.07971,29.4655,3.36023,3.98664,9.60219,8.84574,4.01529,15.9104,31.9208,19.0612,2.96414,19.8936,5.51698,0.0646637,0.0718065,11.0888,7.61142,3.76761,3.58921,11.8822,2.4097,9.61239,14.2172,12.0697,4.51873,1.31497,3.03835,0.180078,6.48251,2.69301,9.99093,10.9667,3.01201,0.721636,19.3311,7.06099,2.01539,1.92989,7.94721,1.84008,5.85478,7.3192,1.92921,5.71916,6.61887,0.411471,NotCR
ERBB2,14.5838,15.6926,5.67512,84.4499,55.0603,65.2201,36.4992,6.81855,6.06796,8.81425,3.61128,5.48034,6.46741,4.92463,4.51655,4.77707,9.00521,6.52108,5.16789,6.26711,36.9057,36.221,4.47874,60.6121,50.0258,31.919,51.1801,35.7662,113.101,33.5087,47.8621,38.3822,21.1707,53.57,64.8223,12.5684,47.7796,83.8325,10.8204,130.131,38.7229,18.5777,17.1166,83.7738,110.944,118.26,44.1761,8.67758,34.4997,21.8707,99.3077,48.0321,78.8119,1.24878,NotCR
CDC6,0.655531,1.07975,1.00711,0.481954,0.752495,0.325309,0.590758,0.407808,0.747075,0.541366,0.809312,0.804747,1.31231,1.3654,0.343461,0.407134,0.55384,0.391804,0.236308,0.264509,0.670102,8.72019,23.0713,0.514048,0.701365,0.327337,1.50759,0.398679,3.97264,0.388467,0.549899,0.423953,0.211774,0.239992,0.42899,0.62555,1.15036,1.00645,0.165275,0.658727,0.760127,0.694674,0.556977,0.668651,1.20786,1.17027,1.9232,3.91786,0.679558,10.4152,0.752873,0.547712,1.574,0.553864,NotCR
ACLY,61.2535,63.4994,34.3477,58.4776,53.2327,53.1157,48.0592,16.0058,21.6958,22.1962,45.0393,37.5217,24.7613,33.4782,17.4143,38.2311,19.015,21.1429,36.0237,20.7897,54.7299,160.694,125.396,58.0559,59.4687,38.7256,35.594,38.5881,37.4815,38.7301,52.4211,18.2272,9.70859,24.4182,30.9383,12.9461,55.2808,49.0691,10.7519,65.9531,38.3074,25.1409,38.782,55.7932,41.7662,40.8632,44.031,47.4089,33.8308,42.3321,55.0338,63.7021,48.7137,17.3627,NotCR
RAB5C,158.88,136.884,115.309,148.036,135.607,142.818,127.832,57.6906,69.3632,77.9503,85.1942,81.8986,83.4783,86.0765,54.7855,63.8081,69.3063,69.7709,86.1955,74.2392,142.379,178.782,74.371,131.525,138.423,103.482,98.395,111.507,89.6759,112.642,134.765,39.9608,25.6302,95.4817,93.8553,40.385,163.657,87.5465,23.4639,141.31,114.695,30.4725,59.2342,93.1998,92.9345,102.407,109.523,133.419,95.1414,64.071,149.932,140.64,109.797,106.56,CR
ATP6V0A1,31.5469,29.7511,38.1156,44.3193,40.8192,41.6619,31.5793,51.8073,91.4641,63.043,186.79,183.012,136.174,149.048,58.1648,85.5836,79.9222,53.2317,78.6431,59.9571,31.7691,22.1968,41.2657,44.9184,46.0167,41.5864,34.4007,44.6223,31.9731,41.5962,46.1422,20.4915,11.4648,26.0416,26.2386,18.5576,49.3305,24.3811,45.2087,52.9416,51.6729,10.87,109.435,40.5859,49.726,55.355,35.8208,50.5075,20.8034,52.0259,55.7466,62.4538,35.9598,22.1001,NotCR
EZH1,75.7247,49.263,25.6116,56.7856,55.4017,76.3697,54.799,21.9412,27.3894,27.2261,143.029,134.075,41.8596,38.0859,25.4148,29.0693,28.4884,23.6637,43.3905,29.7835,64.536,30.7443,25.4932,89.7237,88.9135,57.1384,34.7841,64.527,30.5415,61.7235,80.8472,24.6558,18.6241,27.2838,30.3419,9.08396,53.9592,33.3491,31.9113,114.769,100.638,12.1039,50.6798,50.9978,42.4674,45.3725,47.7029,65.7892,22.5034,27.0031,64.1846,88.8677,64.9023,37.6256,NotCR
VPS25,45.6641,41.0996,41.4607,47.732,44.0235,39.9131,46.7278,15.1986,18.041,18.2455,24.4226,25.1532,23.564,24.5494,14.3126,17.346,19.0718,15.3753,18.0956,14.7728,49.7527,87.8787,104.453,59.6771,54.6434,37.1167,46.2898,42.3264,88.0473,41.7794,49.7778,20.5386,19.9009,44.229,65.7902,32.168,48.5118,51.6572,26.664,48.196,48.8705,22.1781,36.6281,54.1789,56.8207,59.4845,48.6441,44.8788,43.3682,46.3476,56.6649,51.3305,58.6655,26.5573,NotCR
BECN1,51.2894,41.1163,39.412,49.1063,48.1561,65.7703,54.2733,16.655,20.2925,19.3164,39.8639,30.0887,23.4948,31.2215,15.0017,18.342,20.1426,15.9914,24.6102,18.3588,45.1494,70.452,57.6632,41.9053,44.0458,57.5723,46.3859,57.3553,39.1149,67.6933,43.2383,24.4309,20.4471,22.2344,26.2358,9.44175,41.7042,42.216,45.0916,47.7677,38.7794,14.8231,25.1624,38.8456,36.2896,40.9177,44.6487,35.7647,36.631,31.7842,39.2505,45.5291,41.4961,25.6958,CR
BRCA1,1.48181,1.12221,0.959728,1.1471,1.25272,1.1066,1.78635,0.954252,0.605128,1.09876,0.681728,0.743863,0.844915,0.812124,0.992597,1.05341,0.882631,1.09983,2.37106,1.40696,1.31646,6.95807,19.7684,2.25586,1.85659,2.1118,1.97282,1.71623,2.62378,1.75865,2.04151,1.16267,0.876644,0.440931,0.587479,0.934305,1.74144,1.28058,0.894685,2.54941,1.5382,0.506734,1.97239,1.38084,1.97328,1.76098,2.15272,2.29029,1.15501,10.9245,4.40765,2.27417,2.27155,0.882597,NotCR
NMT1,50.7495,42.5474,48.846,56.7736,53.219,53.0836,57.6008,21.6814,31.7987,28.9966,57.2077,60.0415,52.5807,50.446,21.7548,31.5281,29.7813,22.4662,28.5551,25.0459,47.8826,71.3448,71.5435,59.7426,58.2169,51.1516,33.5985,53.2274,42.4403,52.2155,56.0397,20.6025,18.8039,22.9416,30.0394,28.2628,51.813,37.5031,34.169,65.0583,50.4198,15.0478,45.2651,49.2667,35.8358,39.8383,42.91,49.204,30.7055,42.1349,57.646,62.8785,48.6028,19.0677,NotCR
PNPO,9.0088,9.33413,19.934,9.10488,9.71792,7.4347,10.8596,7.604,10.6028,11.6783,14.5307,15.1345,12.3566,14.5612,6.82501,12.1871,12.7938,8.40333,7.91774,8.84549,11.4502,16.4975,25.8617,7.96042,8.2279,7.50067,9.37483,8.05035,12.1903,8.33368,10.3091,6.73826,5.74115,12.5908,11.0157,26.9504,10.2189,10.9858,11.8529,14.9705,9.89117,5.81558,12.5115,10.7971,8.56438,8.48893,10.7353,9.28631,8.94192,10.1762,18.583,8.84524,11.1703,2.27596,NotCR
CBX1,32.3051,34.6165,29.2644,70.5598,46.9668,56.944,48.3883,46.7703,52.8677,47.7074,102.614,78.4259,52.5659,66.7612,44.0839,52.3102,53.2814,37.8064,78.704,43.2697,39.2436,66.4546,79.245,93.3052,93.0289,53.294,33.3843,46.3615,37.8085,43.9756,64.8618,18.7302,14.325,19.4789,31.1585,7.57671,36.8833,32.576,26.8338,49.8153,89.9828,10.7357,50.3057,44.6542,33.9305,31.9223,26.4923,28.914,20.4801,98.4538,52.0049,90.7629,54.4786,12.6111,NotCR
SNF8,29.5716,26.0768,26.2989,34.8505,33.2241,35.3715,28.6436,14.7799,17.1821,17.1622,26.8146,24.1923,19.0197,20.8909,14.0146,16.8172,17.9682,15.4246,19.7404,17.1407,27.2222,44.481,35.7756,31.7525,30.9567,30.8041,23.9854,31.5568,22.2245,31.9036,30.8132,17.3544,15.58,20.1225,26.0563,12.1397,27.6165,20.7919,16.886,31.4269,25.7289,10.1376,24.263,26.6908,22.676,24.2359,22.2484,25.632,21.325,30.6527,31.967,29.1532,25.2503,12.8927,NotCR
PHB,103.347,114.36,121.256,105.426,108.431,107.723,113.516,51.4564,60.8385,56.8116,61.9622,56.7427,63.1018,76.4162,47.4526,62.7526,60.7372,49.6814,69.9466,62.4861,122.224,256.331,267.803,100.401,113.79,119.152,127.723,117.014,114.521,122.518,106.927,104.677,101.197,105.655,115.075,54.9684,102.587,153.829,94.1816,127.35,114.266,38.076,75.0581,103.912,90.1848,93.6206,93.4387,84.2499,92.0812,64.0312,118.168,128.197,103.547,31.768,NotCR
COL1A1,207.694,237.904,56.299,420.675,492.932,323.032,433.764,0.984809,0.864298,3.17479,0.956638,1.58368,1.32717,0.726076,1.13282,1.27464,5.6221,2.57518,1.95795,0.861,186.091,3663.98,2.61327,1224.78,1153.42,433.892,220.394,169.674,51.3549,117.897,427.102,81.3389,26.2023,22.9848,47.3107,14.0261,168.393,61.1728,7.5519,191.673,753.597,18.4157,130.678,269.243,169.566,190.006,121.762,76.4876,102.244,49.8281,94.4021,986.663,544.54,0.627548,NotCR
